feature_call,num_cells,pct_cells,median_umis,stddev_umis
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,376.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_1.TNFRSF1A,1.0,0.020374898125509373,432.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,392.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|2.CRko.sg_hCHAT-INTRON_5.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,398.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,312.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,363.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,399.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_5.TAB1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,347.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,417.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,189.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,325.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_4.TNFRSF1A,1.0,0.020374898125509373,267.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,343.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,313.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,303.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,353.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,306.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,431.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_3.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human,1.0,0.020374898125509373,229.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human,1.0,0.020374898125509373,106.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hCHUK_6.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|2.CRko.sg_hCHAT-INTRON_5.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human,1.0,0.020374898125509373,389.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hCHUK_7.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,466.0,0.0
4.CRko.sg_hCHUK_1.CHUK|4.CRko.sg_hCHUK_2.CHUK|4.CRko.sg_hCHUK_5.CHUK|4.CRko.sg_hCHUK_7.CHUK|4.CRko.sg_hIKBKG_1.IKBKG|4.CRko.sg_hIKBKG_5.IKBKG|4.CRko.sg_hRELA_6.RELA|4.CRko.sg_hRELA_7.RELA|4.CRko.sg_hRELA_8.RELA|4.CRko.sg_hSMPD1_1.SMPD1|4.CRko.sg_hSMPD1_2.SMPD1|4.CRko.sg_hSMPD1_6.SMPD1|4.CRko.sg_hTAB1_1.TAB1|4.CRko.sg_hTAB1_4.TAB1|4.CRko.sg_hTAB1_5.TAB1|4.CRko.sg_hACTG1_1.ACTG1|2.CRko.sg_hALAS1-INTRON_1.ALAS1-INTRON|2.CRko.sg_hALAS1-INTRON_8.ALAS1-INTRON|2.CRko.sg_hREEP5-INTRON_6.REEP5-INTRON|2.CRko.sg_hREEP5-INTRON_8.REEP5-INTRON|2.CRko.sg_hCHAT-INTRON_3.CHAT-INTRON|2.CRko.sg_hCHAT-INTRON_5.CHAT-INTRON|1.CRko.sg_Neg_Control_Human_GA_0485.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0492.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0495.Neg_Control_Human|1.CRko.sg_Neg_Control_Human_GA_0496.Neg_Control_Human|4.CRko.sg_hTNFRSF1A_6.TNFRSF1A,1.0,0.020374898125509373,865.0,0.0
